folio,fecha,planta,centro_costo,concepto,monto,cargado_en
IRA-202501-009110,2025-01-24,Irapuato,Energía,Consumo eléctrico,"4.756,50",2026-07-01
IRA-202501-009137,2025-01-24,Irapuato,Fletes,Servicio externo,"2.720,50",2026-07-01
IRA-202501-009164,2025-01-24,Irapuato,Refacciones,Licencia de software,"3.895,50",2026-07-01
IRA-202501-009191,2025-01-24,Irapuato,calidad,Renta de montacargas,"1.227,75",2026-07-01
IRA-202501-009218,2025-01-24,Irapuato,Seguridad,Consumo eléctrico,"2.558,50",2026-07-01
CHI-202501-006063,2025-01-25,Chihuahua,Mantenimiento,Flete nacional,"6.401,00",2026-07-01
CHI-202501-006090,2025-01-25,Chihuahua,Energía,Calibración de equipo,"6.299,00",2026-07-01
CHI-202501-006117,2025-01-25,Chihuahua,Fletes,Equipo de protección,"3.474,50",2026-07-01
CHI-202501-006144,2025-01-25,Chihuahua,Refacciones,Refacción prensa,"6.746,75",2026-07-01
CHI-202501-006171,2025-01-25,Chihuahua,  CALIDAD ,Flete nacional,"1.521,75",2026-07-01
CHI-202501-006198,2025-01-25,Chihuahua,Sistemas,Calibración de equipo,"2.456,50",2026-07-01
CUA-202501-003039,2025-01-25,Cuautitlán,Mantenimiento,Flete nacional,"4.287,25",2026-07-01
CUA-202501-003066,2025-01-25,Cuautitlán,energía,Calibración de equipo,"4.695,50",2026-07-01
CUA-202501-003093,2025-01-25,Cuautitlán,Fletes,Equipo de protección,"2.513,00",2026-07-01
CUA-202501-003120,2025-01-25,Cuautitlán,Refacciones,Refacción prensa,"5.745,50",2026-07-01
CUA-202501-003147,2025-01-25,Cuautitlán,Calidad,Flete nacional,"4.205,75",2026-07-01
CUA-202501-003174,2025-01-25,Cuautitlán,Sistemas,Calibración de equipo,"2.460,75",2026-07-01
HER-202501-000015,2025-01-25,Hermosillo,Mantenimiento,Flete nacional,"6.255,50",2026-07-01
HER-202501-000042,2025-01-25,Hermosillo,Energía,Calibración de equipo,"5.373,25",2026-07-01
HER-202501-000069,2025-01-25,Hermosillo,Fletes,Equipo de protección,"3.194,50",2026-07-01
HER-202501-000096,2025-01-25,Hermosillo,  REFACCIONES ,Refacción prensa,"4.316,25",2026-07-01
HER-202501-000123,2025-01-25,Hermosillo,Calidad,Flete nacional,"1.690,00",2026-07-01
HER-202501-000150,2025-01-25,Hermosillo,Sistemas,Calibración de equipo,"2.049,00",2026-07-01
IRA-202501-009087,2025-01-25,Irapuato,Mantenimiento,Flete nacional,"3.275,00",2026-07-01
IRA-202501-009114,2025-01-25,Irapuato,Energía,Calibración de equipo,"4.315,00",2026-07-01
IRA-202501-009141,2025-01-25,Irapuato,fletes,Equipo de protección,"1.930,00",2026-07-01
IRA-202501-009168,2025-01-25,Irapuato,Refacciones,Refacción prensa,"3.774,50",2026-07-01
IRA-202501-009195,2025-01-25,Irapuato,Calidad,Flete nacional,"1.426,50",2026-07-01
IRA-202501-009222,2025-01-25,Irapuato,Sistemas,Calibración de equipo,"1.544,25",2026-07-01
CHI-202501-006067,2025-01-26,Chihuahua,Mantenimiento,Nómina de apoyo,"4.753,25",2026-07-01
CHI-202501-006094,2025-01-26,Chihuahua,Nómina Indirecta,Reparación correctiva,"7.718,75",2026-07-01
CHI-202501-006121,2025-01-26,Chihuahua,  FLETES ,Mantenimiento preventivo,"3.290,25",2026-07-01
CHI-202501-006148,2025-01-26,Chihuahua,Refacciones,Flete de importación,"6.336,00",2026-07-01
CHI-202501-006175,2025-01-26,Chihuahua,Seguridad,Nómina de apoyo,"-4.566,25",2026-07-01
CHI-202501-006202,2025-01-26,Chihuahua,Sistemas,Reparación correctiva,"2.870,25",2026-07-01
CUA-202501-003043,2025-01-26,Cuautitlán,Mantenimiento,Nómina de apoyo,"4.420,00",2026-07-01
CUA-202501-003070,2025-01-26,Cuautitlán,Nómina Indirecta,Reparación correctiva,"6.503,25",2026-07-01
CUA-202501-003097,2025-01-26,Cuautitlán,Fletes,Mantenimiento preventivo,"2.334,50",2026-07-01
CUA-202501-003124,2025-01-26,Cuautitlán,Refacciones,Flete de importación,"4.161,25",2026-07-01
CUA-202501-003151,2025-01-26,Cuautitlán,Seguridad ,Nómina de apoyo,"-1.483,75",2026-07-01
CUA-202501-003178,2025-01-26,Cuautitlán,Sistemas,Reparación correctiva,"2.839,00",2026-07-01
HER-202501-000019,2025-01-26,Hermosillo,Mantenimiento,Nómina de apoyo,"6.713,25",2026-07-01
HER-202501-000046,2025-01-26,Hermosillo,  NÓMINA INDIRECTA ,Reparación correctiva,"5.919,50",2026-07-01
HER-202501-000073,2025-01-26,Hermosillo,Fletes,Mantenimiento preventivo,"3.998,75",2026-07-01
HER-202501-000100,2025-01-26,Hermosillo,Refacciones,Flete de importación,"5.453,75",2026-07-01
HER-202501-000127,2025-01-26,Hermosillo,Seguridad,Nómina de apoyo,"-3.969,25",2026-07-01
HER-202501-000154,2025-01-26,Hermosillo,Sistemas,Reparación correctiva,"2.101,25",2026-07-01
IRA-202501-009091,2025-01-26,Irapuato,mantenimiento,Nómina de apoyo,"3.515,50",2026-07-01
IRA-202501-009118,2025-01-26,Irapuato,Nómina Indirecta,Reparación correctiva,"5.087,25",2026-07-01
IRA-202501-009145,2025-01-26,Irapuato,Fletes,Mantenimiento preventivo,"3.219,50",2026-07-01
IRA-202501-009172,2025-01-26,Irapuato,Refacciones,Flete de importación,"4.653,00",2026-07-01
IRA-202501-009199,2025-01-26,Irapuato,Seguridad,Nómina de apoyo,"-2.646,00",2026-07-01
IRA-202501-009226,2025-01-26,Irapuato,Sistemas ,Reparación correctiva,"1.541,00",2026-07-01
CHI-202501-006071,2025-01-27,Chihuahua,  ENERGÍA ,Renta de montacargas,"5.728,50",2026-07-01
CHI-202501-006098,2025-01-27,Chihuahua,Nómina Indirecta,Consumo eléctrico,"9.310,75",2026-07-01
CHI-202501-006125,2025-01-27,Chihuahua,Fletes,Servicio externo,"4.727,75",2026-07-01
CHI-202501-006152,2025-01-27,Chihuahua,Refacciones,Licencia de software,"6.208,75",2026-07-01
CHI-202501-006179,2025-01-27,Chihuahua,Seguridad,Renta de montacargas,"2.843,50",2026-07-01
CHI-202501-006206,2025-01-27,Chihuahua, Sistemas,Consumo eléctrico,"2.662,00",2026-07-01
CUA-202501-003047,2025-01-27,Cuautitlán,Energía,Renta de montacargas,"3.111,00",2026-07-01
CUA-202501-003074,2025-01-27,Cuautitlán,Nómina Indirecta,Consumo eléctrico,"6.608,75",2026-07-01
CUA-202501-003101,2025-01-27,Cuautitlán,Fletes ,Servicio externo,"2.444,75",2026-07-01
CUA-202501-003128,2025-01-27,Cuautitlán,Refacciones,Licencia de software,"3.957,50",2026-07-01
CUA-202501-003155,2025-01-27,Cuautitlán,Seguridad,Renta de montacargas,"1.244,50",2026-07-01
CUA-202501-003182,2025-01-27,Cuautitlán,Sistemas,Consumo eléctrico,"2.808,75",2026-07-01
HER-202501-000023,2025-01-27,Hermosillo,Energía,Renta de montacargas,"3.646,75",2026-07-01
HER-202501-000050,2025-01-27,Hermosillo,Nómina Indirecta,Consumo eléctrico,"6.740,50",2026-07-01
HER-202501-000077,2025-01-27,Hermosillo,Fletes,Servicio externo,"3.190,25",2026-07-01
HER-202501-000104,2025-01-27,Hermosillo,Refacciones,Licencia de software,"5.961,00",2026-07-01
HER-202501-000131,2025-01-27,Hermosillo, Seguridad,Renta de montacargas,"1.588,75",2026-07-01
HER-202501-000158,2025-01-27,Hermosillo,Sistemas,Consumo eléctrico,"2.039,75",2026-07-01
IRA-202501-009095,2025-01-27,Irapuato,Energía,Renta de montacargas,"2.224,25",2026-07-01
IRA-202501-009122,2025-01-27,Irapuato,Nómina Indirecta,Consumo eléctrico,"5.512,50",2026-07-01
IRA-202501-009149,2025-01-27,Irapuato,Fletes,Servicio externo,"1.737,25",2026-07-01
IRA-202501-009176,2025-01-27,Irapuato,Refacciones ,Licencia de software,"3.620,25",2026-07-01
IRA-202501-009203,2025-01-27,Irapuato,Seguridad,Renta de montacargas,"1.175,50",2026-07-01
IRA-202501-009230,2025-01-27,Irapuato,Sistemas,Consumo eléctrico,"1.696,25",2026-07-01
CHI-202502-006237,2025-02-01,Chihuahua,Mantenimiento,Equipo de protección,"6.006,75",2026-07-01
CHI-202502-006264,2025-02-01,Chihuahua,Nómina Indirecta,Refacción prensa,"9.021,25",2026-07-01
CHI-202502-006291,2025-02-01,Chihuahua,fletes,Flete nacional,"3.540,00",2026-07-01
CHI-202502-006318,2025-02-01,Chihuahua,Refacciones,Calibración de equipo,"6.620,50",2026-07-01
CHI-202502-006345,2025-02-01,Chihuahua,Seguridad,Equipo de protección,"2.578,25",2026-07-01
CHI-202502-006372,2025-02-01,Chihuahua,Sistemas,Refacción prensa,"2.986,75",2026-07-01
CUA-202502-003213,2025-02-01,Cuautitlán,Mantenimiento,Equipo de protección,"6.424,50",2026-07-01
CUA-202502-003240,2025-02-01,Cuautitlán,Nómina Indirecta,Refacción prensa,"7.752,75",2026-07-01
CUA-202502-003267,2025-02-01,Cuautitlán,Fletes,Flete nacional,"3.340,50",2026-07-01
CUA-202502-003294,2025-02-01,Cuautitlán,Refacciones,Calibración de equipo,"5.420,25",2026-07-01
CUA-202502-003321,2025-02-01,Cuautitlán,  SEGURIDAD ,Equipo de protección,"1.986,00",2026-07-01
CUA-202502-003348,2025-02-01,Cuautitlán,Sistemas,Refacción prensa,"2.519,50",2026-07-01
HER-202502-000189,2025-02-01,Hermosillo,Mantenimiento,Equipo de protección,"6.534,75",2026-07-01
HER-202502-000216,2025-02-01,Hermosillo,nómina indirecta,Refacción prensa,"5.694,50",2026-07-01
HER-202502-000243,2025-02-01,Hermosillo,Fletes,Flete nacional,"4.088,00",2026-07-01
HER-202502-000270,2025-02-01,Hermosillo,Refacciones,Calibración de equipo,"4.027,75",2026-07-01
HER-202502-000297,2025-02-01,Hermosillo,Seguridad,Equipo de protección,"1.585,25",2026-07-01
HER-202502-000324,2025-02-01,Hermosillo,Sistemas,Refacción prensa,"2.558,00",2026-07-01
IRA-202502-009261,2025-02-01,Irapuato,MANTENIMIENTO,Equipo de protección,"4.191,25",2026-07-01
IRA-202502-009288,2025-02-01,Irapuato,Nómina Indirecta,Refacción prensa,"4.900,00",2026-07-01
IRA-202502-009315,2025-02-01,Irapuato,Fletes,Flete nacional,"1.886,25",2026-07-01
IRA-202502-009342,2025-02-01,Irapuato,Refacciones,Calibración de equipo,"4.342,75",2026-07-01
IRA-202502-009369,2025-02-01,Irapuato,Seguridad,Equipo de protección,"1.587,00",2026-07-01
IRA-202502-009396,2025-02-01,Irapuato,  SISTEMAS ,Refacción prensa,"2.267,75",2026-07-01
CHI-202502-006241,2025-02-02,Chihuahua,energía,Mantenimiento preventivo,"6.159,00",2026-07-01
CHI-202502-006268,2025-02-02,Chihuahua,Nómina Indirecta,Flete de importación,"9.201,50",2026-07-01
CHI-202502-006295,2025-02-02,Chihuahua,Fletes,Nómina de apoyo,"3.679,50",2026-07-01
CHI-202502-006322,2025-02-02,Chihuahua,Calidad,Reparación correctiva,"3.902,25",2026-07-01
CHI-202502-006349,2025-02-02,Chihuahua,Seguridad,Mantenimiento preventivo,"2.337,00",2026-07-01
CHI-202502-006376,2025-02-02,Chihuahua,Sistemas ,Flete de importación,"2.386,50",2026-07-01
CUA-202502-003217,2025-02-02,Cuautitlán,Energía,Mantenimiento preventivo,"4.365,75",2026-07-01
CUA-202502-003244,2025-02-02,Cuautitlán,Nómina Indirecta,Flete de importación,"8.530,00",2026-07-01
CUA-202502-003271,2025-02-02,Cuautitlán,  FLETES ,Nómina de apoyo,"3.374,25",2026-07-01
CUA-202502-003298,2025-02-02,Cuautitlán,Calidad,Reparación correctiva,"7.059,50",2026-07-01
CUA-202502-003325,2025-02-02,Cuautitlán,Seguridad,Mantenimiento preventivo,"2.440,50",2026-07-01
CUA-202502-003352,2025-02-02,Cuautitlán,Sistemas,Flete de importación,"2.864,00",2026-07-01
HER-202502-000193,2025-02-02,Hermosillo,Energía,Mantenimiento preventivo,"2.869,50",2026-07-01
HER-202502-000220,2025-02-02,Hermosillo,Nómina Indirecta,Flete de importación,"7.018,00",2026-07-01
HER-202502-000247,2025-02-02,Hermosillo,Fletes,Nómina de apoyo,"3.278,75",2026-07-01
HER-202502-000274,2025-02-02,Hermosillo,Calidad,Reparación correctiva,"3.790,75",2026-07-01
HER-202502-000301,2025-02-02,Hermosillo,Seguridad ,Mantenimiento preventivo,"1.790,75",2026-07-01
HER-202502-000328,2025-02-02,Hermosillo,Sistemas,Flete de importación,"2.584,50",2026-07-01
IRA-202502-009265,2025-02-02,Irapuato,Energía,Mantenimiento preventivo,"3.230,75",2026-07-01
IRA-202502-009292,2025-02-02,Irapuato,Nómina Indirecta,Flete de importación,"5.684,50",2026-07-01
IRA-202502-009319,2025-02-02,Irapuato,Fletes,Nómina de apoyo,"1.797,00",2026-07-01
IRA-202502-009346,2025-02-02,Irapuato,  CALIDAD ,Reparación correctiva,"2.366,25",2026-07-01
IRA-202502-009373,2025-02-02,Irapuato,Seguridad,Mantenimiento preventivo,"1.682,00",2026-07-01
IRA-202502-009400,2025-02-02,Irapuato,Sistemas,Flete de importación,"1.945,00",2026-07-01
CHI-202502-006218,2025-02-03,Chihuahua,Mantenimiento,Consumo eléctrico,"12.499,50",2026-07-01
CHI-202502-006245,2025-02-03,Chihuahua,Energía,Servicio externo,"3.218,00",2026-07-01
CHI-202502-006272,2025-02-03,Chihuahua,Nómina Indirecta,Licencia de software,"7.240,50",2026-07-01
CHI-202502-006299,2025-02-03,Chihuahua,Fletes,Renta de montacargas,"3.782,00",2026-07-01
CHI-202502-006326,2025-02-03,Chihuahua,Calidad ,Consumo eléctrico,"3.301,50",2026-07-01
CHI-202502-006353,2025-02-03,Chihuahua,Seguridad,Servicio externo,"2.229,50",2026-07-01
CHI-202502-006380,2025-02-03,Chihuahua,Sistemas,Licencia de software,"3.201,75",2026-07-01
CUA-202502-003194,2025-02-03,Cuautitlán,Mantenimiento,Consumo eléctrico,"10.386,50",2026-07-01
CUA-202502-003221,2025-02-03,Cuautitlán,  ENERGÍA ,Servicio externo,"3.752,00",2026-07-01
CUA-202502-003248,2025-02-03,Cuautitlán,Nómina Indirecta,Licencia de software,"6.964,75",2026-07-01
CUA-202502-003275,2025-02-03,Cuautitlán,Fletes,Renta de montacargas,"2.324,50",2026-07-01
CUA-202502-003302,2025-02-03,Cuautitlán,Calidad,Consumo eléctrico,"7.122,25",2026-07-01
CUA-202502-003329,2025-02-03,Cuautitlán,Seguridad,Servicio externo,"2.476,25",2026-07-01
CUA-202502-003356,2025-02-03,Cuautitlán, Sistemas,Licencia de software,"2.948,25",2026-07-01
HER-202502-000170,2025-02-03,Hermosillo,Mantenimiento,Consumo eléctrico,"9.105,50",2026-07-01
HER-202502-000197,2025-02-03,Hermosillo,Energía,Servicio externo,"5.222,50",2026-07-01
HER-202502-000224,2025-02-03,Hermosillo,Nómina Indirecta,Licencia de software,"6.217,75",2026-07-01
HER-202502-000251,2025-02-03,Hermosillo,Fletes ,Renta de montacargas,"2.549,25",2026-07-01
HER-202502-000278,2025-02-03,Hermosillo,Calidad,Consumo eléctrico,"3.599,50",2026-07-01
HER-202502-000305,2025-02-03,Hermosillo,Seguridad,Servicio externo,"2.155,00",2026-07-01
HER-202502-000332,2025-02-03,Hermosillo,Sistemas,Licencia de software,"2.095,50",2026-07-01
IRA-202502-009242,2025-02-03,Irapuato,Mantenimiento,Consumo eléctrico,"7.064,25",2026-07-01
IRA-202502-009269,2025-02-03,Irapuato,Energía,Servicio externo,"2.479,50",2026-07-01
IRA-202502-009296,2025-02-03,Irapuato,  NÓMINA INDIRECTA ,Licencia de software,"6.512,00",2026-07-01
IRA-202502-009323,2025-02-03,Irapuato,Fletes,Renta de montacargas,"1.924,50",2026-07-01
IRA-202502-009350,2025-02-03,Irapuato,Calidad,Consumo eléctrico,"2.609,25",2026-07-01
IRA-202502-009377,2025-02-03,Irapuato,Seguridad,Servicio externo,"1.492,00",2026-07-01
IRA-202502-009404,2025-02-03,Irapuato,Sistemas,Licencia de software,"1.818,25",2026-07-01
CHI-202502-006222,2025-02-04,Chihuahua,Mantenimiento,Calibración de equipo,"9.599,25",2026-07-01
CHI-202502-006249,2025-02-04,Chihuahua,Energía,Equipo de protección,"3.986,25",2026-07-01
CHI-202502-006276,2025-02-04,Chihuahua,Nómina Indirecta ,Refacción prensa,"9.011,25",2026-07-01
CHI-202502-006303,2025-02-04,Chihuahua,Refacciones,Flete nacional,"4.756,75",2026-07-01
CHI-202502-006330,2025-02-04,Chihuahua,Calidad,Calibración de equipo,"3.973,50",2026-07-01
CHI-202502-006357,2025-02-04,Chihuahua,Seguridad,Equipo de protección,"2.454,25",2026-07-01
CHI-202502-006384,2025-02-04,Chihuahua,Sistemas,Refacción prensa,"2.328,75",2026-07-01
CUA-202502-003198,2025-02-04,Cuautitlán,Mantenimiento,Calibración de equipo,"11.377,00",2026-07-01
CUA-202502-003225,2025-02-04,Cuautitlán,Energía,Equipo de protección,"3.572,75",2026-07-01
CUA-202502-003252,2025-02-04,Cuautitlán,Nómina Indirecta,Refacción prensa,"6.410,00",2026-07-01
CUA-202502-003279,2025-02-04,Cuautitlán,Refacciones,Flete nacional,"3.420,25",2026-07-01
CUA-202502-003306,2025-02-04,Cuautitlán, Calidad,Calibración de equipo,"5.033,25",2026-07-01
CUA-202502-003333,2025-02-04,Cuautitlán,Seguridad,Equipo de protección,"1.651,00",2026-07-01
CUA-202502-003360,2025-02-04,Cuautitlán,Sistemas,Refacción prensa,"2.023,50",2026-07-01
HER-202502-000174,2025-02-04,Hermosillo,Mantenimiento,Calibración de equipo,"9.655,75",2026-07-01
HER-202502-000201,2025-02-04,Hermosillo,Energía ,Equipo de protección,"3.716,25",2026-07-01
HER-202502-000228,2025-02-04,Hermosillo,Nómina Indirecta,Refacción prensa,"6.040,25",2026-07-01
HER-202502-000255,2025-02-04,Hermosillo,Refacciones,Flete nacional,"3.289,75",2026-07-01
HER-202502-000282,2025-02-04,Hermosillo,Calidad,Calibración de equipo,"3.529,25",2026-07-01
HER-202502-000309,2025-02-04,Hermosillo,Seguridad,Equipo de protección,"2.307,25",2026-07-01
HER-202502-000336,2025-02-04,Hermosillo,SISTEMAS,Refacción prensa,"1.916,00",2026-07-01
IRA-202502-009246,2025-02-04,Irapuato,  MANTENIMIENTO ,Calibración de equipo,"6.921,50",2026-07-01
IRA-202502-009273,2025-02-04,Irapuato,Energía,Equipo de protección,"3.109,25",2026-07-01
IRA-202502-009300,2025-02-04,Irapuato,Nómina Indirecta,Refacción prensa,"5.579,50",2026-07-01
IRA-202502-009327,2025-02-04,Irapuato,Refacciones,Flete nacional,"2.752,75",2026-07-01
IRA-202502-009354,2025-02-04,Irapuato,Calidad,Calibración de equipo,"2.206,25",2026-07-01
IRA-202502-009381,2025-02-04,Irapuato, Seguridad,Equipo de protección,"1.090,75",2026-07-01
IRA-202502-009408,2025-02-04,Irapuato,Sistemas,Refacción prensa,"1.526,75",2026-07-01
CHI-202502-006226,2025-02-05,Chihuahua,Mantenimiento ,Reparación correctiva,"9.736,25",2026-07-01
CHI-202502-006253,2025-02-05,Chihuahua,Energía,Mantenimiento preventivo,"6.395,75",2026-07-01
CHI-202502-006280,2025-02-05,Chihuahua,Fletes,Flete de importación,"5.491,25",2026-07-01
CHI-202502-006307,2025-02-05,Chihuahua,Refacciones,Nómina de apoyo,"2.479,50",2026-07-01
CHI-202502-006334,2025-02-05,Chihuahua,Calidad,Reparación correctiva,"4.362,50",2026-07-01
CHI-202502-006361,2025-02-05,Chihuahua,SEGURIDAD,Mantenimiento preventivo,"1.473,25",2026-07-01
CUA-202502-003202,2025-02-05,Cuautitlán,Mantenimiento,Reparación correctiva,"10.524,50",2026-07-01
CUA-202502-003229,2025-02-05,Cuautitlán,Energía,Mantenimiento preventivo,"3.791,00",2026-07-01
CUA-202502-003256,2025-02-05,Cuautitlán, Fletes,Flete de importación,"4.445,75",2026-07-01
CUA-202502-003283,2025-02-05,Cuautitlán,Refacciones,Nómina de apoyo,"3.715,25",2026-07-01
CUA-202502-003310,2025-02-05,Cuautitlán,Calidad,Reparación correctiva,"6.091,00",2026-07-01
CUA-202502-003337,2025-02-05,Cuautitlán,Seguridad,Mantenimiento preventivo,"2.603,50",2026-07-01
HER-202502-000178,2025-02-05,Hermosillo,Mantenimiento,Reparación correctiva,"9.998,50",2026-07-01
HER-202502-000205,2025-02-05,Hermosillo,Energía,Mantenimiento preventivo,"4.834,75",2026-07-01
HER-202502-000232,2025-02-05,Hermosillo,Fletes,Flete de importación,"4.458,25",2026-07-01
HER-202502-000259,2025-02-05,Hermosillo,Refacciones,Nómina de apoyo,"2.130,25",2026-07-01
HER-202502-000286,2025-02-05,Hermosillo,CALIDAD,Reparación correctiva,"3.497,00",2026-07-01
HER-202502-000313,2025-02-05,Hermosillo,Seguridad,Mantenimiento preventivo,"1.324,00",2026-07-01
IRA-202502-009250,2025-02-05,Irapuato,Mantenimiento,Reparación correctiva,"8.296,25",2026-07-01
IRA-202502-009277,2025-02-05,Irapuato,Energía,Mantenimiento preventivo,"2.522,75",2026-07-01
IRA-202502-009304,2025-02-05,Irapuato,Fletes,Flete de importación,"4.369,75",2026-07-01
IRA-202502-009331,2025-02-05,Irapuato, Refacciones,Nómina de apoyo,"2.153,25",2026-07-01
IRA-202502-009358,2025-02-05,Irapuato,Calidad,Reparación correctiva,"2.987,25",2026-07-01
IRA-202502-009385,2025-02-05,Irapuato,Seguridad,Mantenimiento preventivo,"1.999,25",2026-07-01
CHI-202502-006230,2025-02-06,Chihuahua,Mantenimiento,Consumo eléctrico,"12.491,75",2026-07-01
CHI-202502-006257,2025-02-06,Chihuahua,Energía,Servicio externo,"4.105,25",2026-07-01
CHI-202502-006284,2025-02-06,Chihuahua,Fletes,Licencia de software,"6.862,00",2026-07-01
CHI-202502-006311,2025-02-06,Chihuahua,REFACCIONES,Renta de montacargas,"2.557,50",2026-07-01
CHI-202502-006338,2025-02-06,Chihuahua,Calidad,Consumo eléctrico,"4.187,50",2026-07-01
CHI-202502-006365,2025-02-06,Chihuahua,Sistemas,Servicio externo,"2.214,75",2026-07-01
CUA-202502-003206,2025-02-06,Cuautitlán, Mantenimiento,Consumo eléctrico,"9.503,00",2026-07-01
CUA-202502-003233,2025-02-06,Cuautitlán,Energía,Servicio externo,"2.985,50",2026-07-01
CUA-202502-003260,2025-02-06,Cuautitlán,Fletes,Licencia de software,"5.201,50",2026-07-01
CUA-202502-003287,2025-02-06,Cuautitlán,Refacciones,Renta de montacargas,"3.771,75",2026-07-01
CUA-202502-003314,2025-02-06,Cuautitlán,Calidad,Consumo eléctrico,"5.086,75",2026-07-01
CUA-202502-003341,2025-02-06,Cuautitlán,sistemas,Servicio externo,"1.950,50",2026-07-01
HER-202502-000182,2025-02-06,Hermosillo,Mantenimiento,Consumo eléctrico,"8.773,00",2026-07-01
HER-202502-000209,2025-02-06,Hermosillo,Energía,Servicio externo,"5.236,25",2026-07-01
HER-202502-000236,2025-02-06,Hermosillo,FLETES,Licencia de software,"5.280,00",2026-07-01
HER-202502-000263,2025-02-06,Hermosillo,Refacciones,Renta de montacargas,"2.644,75",2026-07-01
HER-202502-000290,2025-02-06,Hermosillo,Calidad,Consumo eléctrico,"3.300,50",2026-07-01
HER-202502-000317,2025-02-06,Hermosillo,Sistemas,Servicio externo,"1.332,50",2026-07-01
IRA-202502-009254,2025-02-06,Irapuato,Mantenimiento,Consumo eléctrico,"8.791,75",2026-07-01
IRA-202502-009281,2025-02-06,Irapuato, Energía,Servicio externo,"2.767,50",2026-07-01
IRA-202502-009308,2025-02-06,Irapuato,Fletes,Licencia de software,"3.971,00",2026-07-01
IRA-202502-009335,2025-02-06,Irapuato,Refacciones,Renta de montacargas,"2.333,00",2026-07-01
IRA-202502-009362,2025-02-06,Irapuato,Calidad,Consumo eléctrico,"2.753,75",2026-07-01
IRA-202502-009389,2025-02-06,Irapuato,Sistemas,Servicio externo,"940,00",2026-07-01
CHI-202502-006234,2025-02-07,Chihuahua,Mantenimiento,Calibración de equipo,"10.357,25",2026-07-01
CHI-202502-006261,2025-02-07,Chihuahua,NÓMINA INDIRECTA,Equipo de protección,"3.928,25",2026-07-01
CHI-202502-006288,2025-02-07,Chihuahua,Fletes,Refacción prensa,"5.106,00",2026-07-01
CHI-202502-006315,2025-02-07,Chihuahua,Refacciones,Flete nacional,"2.949,25",2026-07-01
CHI-202502-006342,2025-02-07,Chihuahua,Calidad,Calibración de equipo,"3.038,75",2026-07-01
CHI-202502-006369,2025-02-07,Chihuahua,Sistemas,Equipo de protección,"1.813,00",2026-07-01
CUA-202502-003210,2025-02-07,Cuautitlán,Mantenimiento,Calibración de equipo,"8.488,50",2026-07-01
CUA-202502-003237,2025-02-07,Cuautitlán,Nómina Indirecta,Equipo de protección,"5.778,00",2026-07-01
CUA-202502-003264,2025-02-07,Cuautitlán,Fletes,Refacción prensa,"4.826,50",2026-07-01
CUA-202502-003291,2025-02-07,Cuautitlán,refacciones,Flete nacional,"3.934,75",2026-07-01
CUA-202502-003318,2025-02-07,Cuautitlán,Calidad,Calibración de equipo,"4.781,00",2026-07-01
CUA-202502-003345,2025-02-07,Cuautitlán,Sistemas,Equipo de protección,"1.211,00",2026-07-01
HER-202502-000186,2025-02-07,Hermosillo,MANTENIMIENTO,Calibración de equipo,"10.971,00",2026-07-01
HER-202502-000213,2025-02-07,Hermosillo,Nómina Indirecta,Equipo de protección,"4.237,00",2026-07-01
HER-202502-000240,2025-02-07,Hermosillo,Fletes,Refacción prensa,"5.912,50",2026-07-01
HER-202502-000267,2025-02-07,Hermosillo,Refacciones,Flete nacional,"2.878,00",2026-07-01
HER-202502-000294,2025-02-07,Hermosillo,Calidad,Calibración de equipo,"2.538,50",2026-07-01
HER-202502-000321,2025-02-07,Hermosillo,  SISTEMAS ,Equipo de protección,"1.643,75",2026-07-01
IRA-202502-009258,2025-02-07,Irapuato,Mantenimiento,Calibración de equipo,"6.527,00",2026-07-01
IRA-202502-009285,2025-02-07,Irapuato,Nómina Indirecta,Equipo de protección,"3.010,25",2026-07-01
IRA-202502-009312,2025-02-07,Irapuato,Fletes,Refacción prensa,"3.968,25",2026-07-01
IRA-202502-009339,2025-02-07,Irapuato,Refacciones,Flete nacional,"1.960,75",2026-07-01
IRA-202502-009366,2025-02-07,Irapuato,calidad,Calibración de equipo,"2.040,50",2026-07-01
IRA-202502-009393,2025-02-07,Irapuato,Sistemas,Equipo de protección,"783,00",2026-07-01
CHI-202502-006238,2025-02-08,Chihuahua,Energía,Reparación correctiva,"9.321,25",2026-07-01
CHI-202502-006265,2025-02-08,Chihuahua,Nómina Indirecta,Mantenimiento preventivo,"4.240,25",2026-07-01
CHI-202502-006292,2025-02-08,Chihuahua,Fletes,Flete de importación,"6.917,75",2026-07-01
CHI-202502-006319,2025-02-08,Chihuahua,Refacciones,Nómina de apoyo,"3.002,00",2026-07-01
CHI-202502-006346,2025-02-08,Chihuahua,  SEGURIDAD ,Reparación correctiva,"4.131,25",2026-07-01
CHI-202502-006373,2025-02-08,Chihuahua,Sistemas,Mantenimiento preventivo,"1.675,75",2026-07-01
CUA-202502-003214,2025-02-08,Cuautitlán,Energía,Reparación correctiva,"6.601,00",2026-07-01
CUA-202502-003241,2025-02-08,Cuautitlán,nómina indirecta,Mantenimiento preventivo,"3.912,25",2026-07-01
CUA-202502-003268,2025-02-08,Cuautitlán,Fletes,Flete de importación,"6.535,25",2026-07-01
CUA-202502-003295,2025-02-08,Cuautitlán,Refacciones,Nómina de apoyo,"2.793,75",2026-07-01
