planta,centro_costo,anio,mes,monto_presupuesto,cargado_en
Chihuahua,Fletes,2026,6,"101.400,00",2026-07-01
Chihuahua,Refacciones,2026,6,"85.800,00",2026-07-01
Chihuahua,Calidad,2026,6,"62.400,00",2026-07-01
Chihuahua,Seguridad,2026,6,"54.600,00",2026-07-01
Chihuahua,Sistemas,2026,6,"46.800,00",2026-07-01
Irapuato,Mantenimiento,2025,1,"118.800,00",2026-07-01
Irapuato,Energía,2025,1,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,1,"86.400,00",2026-07-01
Irapuato,Fletes,2025,1,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,1,"59.400,00",2026-07-01
Irapuato,Calidad,2025,1,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,1,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,1,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,2,"118.800,00",2026-07-01
Irapuato,Energía,2025,2,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,2,"86.400,00",2026-07-01
Irapuato,Fletes,2025,2,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,2,"59.400,00",2026-07-01
Irapuato,Calidad,2025,2,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,2,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,2,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,3,"118.800,00",2026-07-01
Irapuato,Energía,2025,3,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,3,"86.400,00",2026-07-01
Irapuato,Fletes,2025,3,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,3,"59.400,00",2026-07-01
Irapuato,Calidad,2025,3,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,3,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,3,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,4,"118.800,00",2026-07-01
Irapuato,Energía,2025,4,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,4,"86.400,00",2026-07-01
Irapuato,Fletes,2025,4,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,4,"59.400,00",2026-07-01
Irapuato,Calidad,2025,4,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,4,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,4,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,5,"118.800,00",2026-07-01
Irapuato,Energía,2025,5,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,5,"86.400,00",2026-07-01
Irapuato,Fletes,2025,5,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,5,"59.400,00",2026-07-01
Irapuato,Calidad,2025,5,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,5,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,5,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,6,"118.800,00",2026-07-01
Irapuato,Energía,2025,6,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,6,"86.400,00",2026-07-01
Irapuato,Fletes,2025,6,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,6,"59.400,00",2026-07-01
Irapuato,Calidad,2025,6,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,6,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,6,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,7,"118.800,00",2026-07-01
Irapuato,Energía,2025,7,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,7,"86.400,00",2026-07-01
Irapuato,Fletes,2025,7,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,7,"59.400,00",2026-07-01
Irapuato,Calidad,2025,7,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,7,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,7,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,8,"118.800,00",2026-07-01
Irapuato,Energía,2025,8,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,8,"86.400,00",2026-07-01
Irapuato,Fletes,2025,8,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,8,"59.400,00",2026-07-01
Irapuato,Calidad,2025,8,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,8,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,8,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,9,"118.800,00",2026-07-01
Irapuato,Energía,2025,9,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,9,"86.400,00",2026-07-01
Irapuato,Fletes,2025,9,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,9,"59.400,00",2026-07-01
Irapuato,Calidad,2025,9,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,9,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,9,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,10,"118.800,00",2026-07-01
Irapuato,Energía,2025,10,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,10,"86.400,00",2026-07-01
Irapuato,Fletes,2025,10,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,10,"59.400,00",2026-07-01
Irapuato,Calidad,2025,10,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,10,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,10,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,11,"118.800,00",2026-07-01
Irapuato,Energía,2025,11,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,11,"86.400,00",2026-07-01
Irapuato,Fletes,2025,11,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,11,"59.400,00",2026-07-01
Irapuato,Calidad,2025,11,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,11,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,11,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2025,12,"118.800,00",2026-07-01
Irapuato,Energía,2025,12,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2025,12,"86.400,00",2026-07-01
Irapuato,Fletes,2025,12,"70.200,00",2026-07-01
Irapuato,Refacciones,2025,12,"59.400,00",2026-07-01
Irapuato,Calidad,2025,12,"43.200,00",2026-07-01
Irapuato,Seguridad,2025,12,"37.800,00",2026-07-01
Irapuato,Sistemas,2025,12,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2026,1,"118.800,00",2026-07-01
Irapuato,Energía,2026,1,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2026,1,"86.400,00",2026-07-01
Irapuato,Fletes,2026,1,"70.200,00",2026-07-01
Irapuato,Refacciones,2026,1,"59.400,00",2026-07-01
Irapuato,Calidad,2026,1,"43.200,00",2026-07-01
Irapuato,Seguridad,2026,1,"37.800,00",2026-07-01
Irapuato,Sistemas,2026,1,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2026,2,"118.800,00",2026-07-01
Irapuato,Energía,2026,2,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2026,2,"86.400,00",2026-07-01
Irapuato,Fletes,2026,2,"70.200,00",2026-07-01
Irapuato,Refacciones,2026,2,"59.400,00",2026-07-01
Irapuato,Calidad,2026,2,"43.200,00",2026-07-01
Irapuato,Seguridad,2026,2,"37.800,00",2026-07-01
Irapuato,Sistemas,2026,2,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2026,3,"118.800,00",2026-07-01
Irapuato,Energía,2026,3,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2026,3,"86.400,00",2026-07-01
Irapuato,Fletes,2026,3,"70.200,00",2026-07-01
Irapuato,Refacciones,2026,3,"59.400,00",2026-07-01
Irapuato,Calidad,2026,3,"43.200,00",2026-07-01
Irapuato,Seguridad,2026,3,"37.800,00",2026-07-01
Irapuato,Sistemas,2026,3,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2026,4,"118.800,00",2026-07-01
Irapuato,Energía,2026,4,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2026,4,"86.400,00",2026-07-01
Irapuato,Fletes,2026,4,"70.200,00",2026-07-01
Irapuato,Refacciones,2026,4,"59.400,00",2026-07-01
Irapuato,Calidad,2026,4,"43.200,00",2026-07-01
Irapuato,Seguridad,2026,4,"37.800,00",2026-07-01
Irapuato,Sistemas,2026,4,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2026,5,"118.800,00",2026-07-01
Irapuato,Energía,2026,5,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2026,5,"86.400,00",2026-07-01
Irapuato,Fletes,2026,5,"70.200,00",2026-07-01
Irapuato,Refacciones,2026,5,"59.400,00",2026-07-01
Irapuato,Calidad,2026,5,"43.200,00",2026-07-01
Irapuato,Seguridad,2026,5,"37.800,00",2026-07-01
Irapuato,Sistemas,2026,5,"32.400,00",2026-07-01
Irapuato,Mantenimiento,2026,6,"118.800,00",2026-07-01
Irapuato,Energía,2026,6,"91.800,00",2026-07-01
Irapuato,Nómina Indirecta,2026,6,"86.400,00",2026-07-01
Irapuato,Fletes,2026,6,"70.200,00",2026-07-01
Irapuato,Refacciones,2026,6,"59.400,00",2026-07-01
Irapuato,Calidad,2026,6,"43.200,00",2026-07-01
Irapuato,Seguridad,2026,6,"37.800,00",2026-07-01
Irapuato,Sistemas,2026,6,"32.400,00",2026-07-01
