folio,fecha,planta,centro_costo,concepto,monto,cargado_en
IRA-202506-010007,2025-06-12,Irapuato,Refacciones,Renta de montacargas,"3.206,00",2026-07-01
IRA-202506-010034,2025-06-12,Irapuato,Calidad,Consumo eléctrico,"2.764,25",2026-07-01
IRA-202506-010061,2025-06-12,Irapuato,SISTEMAS,Servicio externo,"1.717,75",2026-07-01
CHI-202506-007041,2025-06-13,Chihuahua,mantenimiento,Equipo de protección,"8.162,50",2026-07-01
CHI-202506-007068,2025-06-13,Chihuahua,Energía,Refacción prensa,"4.957,75",2026-07-01
CHI-202506-007095,2025-06-13,Chihuahua,Nómina Indirecta,Flete nacional,"3.969,00",2026-07-01
CHI-202506-007122,2025-06-13,Chihuahua,Refacciones,Calibración de equipo,"3.504,00",2026-07-01
CHI-202506-007149,2025-06-13,Chihuahua,Calidad,Equipo de protección,"1.827,75",2026-07-01
CHI-202506-007176,2025-06-13,Chihuahua,Seguridad ,Refacción prensa,"1.479,50",2026-07-01
CUA-202506-004179,2025-06-13,Cuautitlán,Mantenimiento,Flete nacional,"10.311,00",2026-07-01
CUA-202506-004206,2025-06-13,Cuautitlán, Nómina Indirecta,Calibración de equipo,"7.758,50",2026-07-01
CUA-202506-004233,2025-06-13,Cuautitlán,Fletes,Equipo de protección,"7.155,00",2026-07-01
CUA-202506-004260,2025-06-13,Cuautitlán,Refacciones,Refacción prensa,"2.169,00",2026-07-01
CUA-202506-004287,2025-06-13,Cuautitlán,Seguridad,Flete nacional,"3.591,25",2026-07-01
CUA-202506-004314,2025-06-13,Cuautitlán,Sistemas,Calibración de equipo,"1.876,50",2026-07-01
HER-202506-001641,2025-06-13,Hermosillo,mantenimiento,Equipo de protección,"8.887,75",2026-07-01
HER-202506-001668,2025-06-13,Hermosillo,Energía,Refacción prensa,"5.000,75",2026-07-01
HER-202506-001695,2025-06-13,Hermosillo,Nómina Indirecta,Flete nacional,"7.285,50",2026-07-01
HER-202506-001722,2025-06-13,Hermosillo,Fletes,Calibración de equipo,"5.388,25",2026-07-01
HER-202506-001749,2025-06-13,Hermosillo,Calidad,Equipo de protección,"1.322,50",2026-07-01
HER-202506-001776,2025-06-13,Hermosillo,Seguridad ,Refacción prensa,"1.154,00",2026-07-01
HER-202506-001803,2025-06-13,Hermosillo,Sistemas,Flete nacional,"1.419,50",2026-07-01
IRA-202506-009930,2025-06-13,Irapuato,Mantenimiento,Calibración de equipo,"3.331,75",2026-07-01
IRA-202506-009957,2025-06-13,Irapuato,Energía,Equipo de protección,"5.770,75",2026-07-01
IRA-202506-009984,2025-06-13,Irapuato,Fletes,Refacción prensa,"1.995,00",2026-07-01
IRA-202506-010011,2025-06-13,Irapuato,REFACCIONES,Flete nacional,"4.061,50",2026-07-01
IRA-202506-010038,2025-06-13,Irapuato,Calidad,Calibración de equipo,"3.194,00",2026-07-01
IRA-202506-010065,2025-06-13,Irapuato,Sistemas,Equipo de protección,"2.174,25",2026-07-01
CHI-202506-007045,2025-06-14,Chihuahua,Mantenimiento,Mantenimiento preventivo,"9.250,75",2026-07-01
CHI-202506-007072,2025-06-14,Chihuahua,Energía,Flete de importación,"5.008,00",2026-07-01
CHI-202506-007099,2025-06-14,Chihuahua,Nómina Indirecta,Nómina de apoyo,"5.215,75",2026-07-01
CHI-202506-007126,2025-06-14,Chihuahua,Refacciones ,Reparación correctiva,"3.958,25",2026-07-01
CHI-202506-007153,2025-06-14,Chihuahua,Calidad,Mantenimiento preventivo,"3.135,50",2026-07-01
CHI-202506-007180,2025-06-14,Chihuahua,Seguridad,Flete de importación,"1.850,00",2026-07-01
CUA-202506-004183,2025-06-14,Cuautitlán,Energía,Nómina de apoyo,"8.478,25",2026-07-01
CUA-202506-004210,2025-06-14,Cuautitlán,Nómina Indirecta,Reparación correctiva,"7.463,00",2026-07-01
CUA-202506-004237,2025-06-14,Cuautitlán,Fletes,Mantenimiento preventivo,"6.989,75",2026-07-01
CUA-202506-004264,2025-06-14,Cuautitlán,Calidad,Flete de importación,"4.637,00",2026-07-01
CUA-202506-004291,2025-06-14,Cuautitlán,seguridad,Nómina de apoyo,"3.147,25",2026-07-01
CUA-202506-004318,2025-06-14,Cuautitlán,Sistemas,Reparación correctiva,"1.266,50",2026-07-01
HER-202506-001645,2025-06-14,Hermosillo,Mantenimiento,Mantenimiento preventivo,"7.665,75",2026-07-01
HER-202506-001672,2025-06-14,Hermosillo,Energía,Flete de importación,"5.184,75",2026-07-01
HER-202506-001699,2025-06-14,Hermosillo,Nómina Indirecta,Nómina de apoyo,"4.901,75",2026-07-01
HER-202506-001726,2025-06-14,Hermosillo,Refacciones ,Reparación correctiva,"3.291,00",2026-07-01
HER-202506-001753,2025-06-14,Hermosillo,Calidad,Mantenimiento preventivo,"1.576,50",2026-07-01
HER-202506-001780,2025-06-14,Hermosillo,Seguridad,Flete de importación,"1.790,50",2026-07-01
HER-202506-001807,2025-06-14,Hermosillo,Sistemas,Nómina de apoyo,"1.074,50",2026-07-01
IRA-202506-009934,2025-06-14,Irapuato,Mantenimiento,Reparación correctiva,"4.377,00",2026-07-01
IRA-202506-009961,2025-06-14,Irapuato,NÓMINA INDIRECTA,Mantenimiento preventivo,"-7.211,75",2026-07-01
IRA-202506-009988,2025-06-14,Irapuato,Fletes,Flete de importación,"1.856,00",2026-07-01
IRA-202506-010015,2025-06-14,Irapuato,Refacciones,Nómina de apoyo,"3.593,00",2026-07-01
IRA-202506-010042,2025-06-14,Irapuato,Seguridad,Reparación correctiva,"1.741,25",2026-07-01
IRA-202506-010069,2025-06-14,Irapuato,Sistemas,Mantenimiento preventivo,"1.846,50",2026-07-01
CHI-202506-007049,2025-06-15,Chihuahua,Mantenimiento,Servicio externo,"11.334,75",2026-07-01
CHI-202506-007076,2025-06-15,Chihuahua,Energía ,Licencia de software,"6.673,75",2026-07-01
CHI-202506-007103,2025-06-15,Chihuahua,Fletes,Renta de montacargas,"6.769,00",2026-07-01
CHI-202506-007130,2025-06-15,Chihuahua,Refacciones,Consumo eléctrico,"3.145,00",2026-07-01
CHI-202506-007157,2025-06-15,Chihuahua,Calidad,Servicio externo,"2.057,25",2026-07-01
CHI-202506-007184,2025-06-15,Chihuahua,Sistemas,Licencia de software,"1.757,25",2026-07-01
CUA-202506-004187,2025-06-15,Cuautitlán,Energía,Renta de montacargas,"7.816,25",2026-07-01
CUA-202506-004214,2025-06-15,Cuautitlán,Nómina Indirecta,Consumo eléctrico,"9.119,00",2026-07-01
CUA-202506-004241,2025-06-15,Cuautitlán,refacciones,Servicio externo,"5.701,25",2026-07-01
CUA-202506-004268,2025-06-15,Cuautitlán,Calidad,Licencia de software,"3.607,25",2026-07-01
CUA-202506-004295,2025-06-15,Cuautitlán,Seguridad,Renta de montacargas,"3.018,75",2026-07-01
HER-202506-001649,2025-06-15,Hermosillo,Mantenimiento,Servicio externo,"8.395,25",2026-07-01
HER-202506-001676,2025-06-15,Hermosillo,Energía ,Licencia de software,"6.397,50",2026-07-01
HER-202506-001703,2025-06-15,Hermosillo,Nómina Indirecta,Renta de montacargas,"4.867,50",2026-07-01
HER-202506-001730,2025-06-15,Hermosillo,Refacciones,Consumo eléctrico,"2.968,25",2026-07-01
HER-202506-001757,2025-06-15,Hermosillo,Calidad,Servicio externo,"2.327,75",2026-07-01
HER-202506-001784,2025-06-15,Hermosillo,Seguridad,Licencia de software,"1.939,00",2026-07-01
IRA-202506-009938,2025-06-15,Irapuato,Mantenimiento,Consumo eléctrico,"4.074,50",2026-07-01
IRA-202506-009965,2025-06-15,Irapuato,Nómina Indirecta,Servicio externo,"3.811,50",2026-07-01
IRA-202506-009992,2025-06-15,Irapuato,Fletes,Licencia de software,"1.777,25",2026-07-01
IRA-202506-010019,2025-06-15,Irapuato,Refacciones,Renta de montacargas,"4.028,25",2026-07-01
IRA-202506-010046,2025-06-15,Irapuato,  SEGURIDAD ,Consumo eléctrico,"1.835,25",2026-07-01
IRA-202506-010073,2025-06-15,Irapuato,Sistemas,Servicio externo,"2.296,50",2026-07-01
CHI-202506-007053,2025-06-16,Chihuahua,Mantenimiento,Equipo de protección,"8.395,00",2026-07-01
CHI-202506-007080,2025-06-16,Chihuahua,Energía,Refacción prensa,"6.431,25",2026-07-01
CHI-202506-007107,2025-06-16,Chihuahua,Fletes,Flete nacional,"7.852,50",2026-07-01
CHI-202506-007134,2025-06-16,Chihuahua,Refacciones,Calibración de equipo,"4.210,00",2026-07-01
CHI-202506-007161,2025-06-16,Chihuahua,SEGURIDAD,Equipo de protección,"4.019,50",2026-07-01
CHI-202506-007188,2025-06-16,Chihuahua,Sistemas,Refacción prensa,"2.256,25",2026-07-01
CUA-202506-004164,2025-06-16,Cuautitlán,Mantenimiento,Refacción prensa,"7.189,50",2026-07-01
CUA-202506-004191,2025-06-16,Cuautitlán,energía,Flete nacional,"7.687,50",2026-07-01
CUA-202506-004218,2025-06-16,Cuautitlán,Nómina Indirecta,Calibración de equipo,"8.246,50",2026-07-01
CUA-202506-004245,2025-06-16,Cuautitlán,Refacciones,Equipo de protección,"5.769,75",2026-07-01
CUA-202506-004272,2025-06-16,Cuautitlán,Calidad,Refacción prensa,"3.244,25",2026-07-01
CUA-202506-004299,2025-06-16,Cuautitlán,Seguridad,Flete nacional,"3.850,50",2026-07-01
HER-202506-001653,2025-06-16,Hermosillo,Mantenimiento,Equipo de protección,"6.733,50",2026-07-01
HER-202506-001680,2025-06-16,Hermosillo,Energía,Refacción prensa,"5.329,25",2026-07-01
HER-202506-001707,2025-06-16,Hermosillo,Fletes,Flete nacional,"3.371,25",2026-07-01
HER-202506-001734,2025-06-16,Hermosillo,Refacciones,Calibración de equipo,"2.354,50",2026-07-01
HER-202506-001761,2025-06-16,Hermosillo,CALIDAD,Equipo de protección,"1.858,50",2026-07-01
HER-202506-001788,2025-06-16,Hermosillo,Sistemas,Refacción prensa,"2.786,75",2026-07-01
IRA-202506-009942,2025-06-16,Irapuato,Energía,Calibración de equipo,"3.844,75",2026-07-01
IRA-202506-009969,2025-06-16,Irapuato,Nómina Indirecta,Equipo de protección,"3.263,00",2026-07-01
IRA-202506-009996,2025-06-16,Irapuato,  FLETES ,Refacción prensa,"1.981,50",2026-07-01
IRA-202506-010023,2025-06-16,Irapuato,Calidad,Flete nacional,"2.043,25",2026-07-01
IRA-202506-010050,2025-06-16,Irapuato,Seguridad,Calibración de equipo,"1.589,25",2026-07-01
IRA-202506-010077,2025-06-16,Irapuato,Sistemas,Equipo de protección,"2.156,75",2026-07-01
CHI-202506-007057,2025-06-17,Chihuahua,Mantenimiento,Mantenimiento preventivo,"10.955,75",2026-07-01
CHI-202506-007084,2025-06-17,Chihuahua,Nómina Indirecta,Flete de importación,"9.994,50",2026-07-01
CHI-202506-007111,2025-06-17,Chihuahua,FLETES,Nómina de apoyo,"7.602,50",2026-07-01
CHI-202506-007138,2025-06-17,Chihuahua,Refacciones,Reparación correctiva,"2.881,75",2026-07-01
CHI-202506-007165,2025-06-17,Chihuahua,Seguridad,Mantenimiento preventivo,"3.018,00",2026-07-01
CHI-202506-007192,2025-06-17,Chihuahua,Sistemas,Flete de importación,"2.165,50",2026-07-01
CUA-202506-004168,2025-06-17,Cuautitlán,Mantenimiento,Flete de importación,"4.097,00",2026-07-01
CUA-202506-004195,2025-06-17,Cuautitlán,Energía,Nómina de apoyo,"7.699,25",2026-07-01
CUA-202506-004222,2025-06-17,Cuautitlán,Fletes,Reparación correctiva,"4.769,25",2026-07-01
CUA-202506-004249,2025-06-17,Cuautitlán,Refacciones,Mantenimiento preventivo,"4.014,00",2026-07-01
CUA-202506-004276,2025-06-17,Cuautitlán,Calidad ,Flete de importación,"3.173,25",2026-07-01
CUA-202506-004303,2025-06-17,Cuautitlán,Sistemas,Nómina de apoyo,"3.006,00",2026-07-01
HER-202506-001657,2025-06-17,Hermosillo,Mantenimiento,Mantenimiento preventivo,"8.839,25",2026-07-01
HER-202506-001684,2025-06-17,Hermosillo,Nómina Indirecta,Flete de importación,"2.506,25",2026-07-01
HER-202506-001711,2025-06-17,Hermosillo,FLETES,Nómina de apoyo,"2.770,00",2026-07-01
HER-202506-001738,2025-06-17,Hermosillo,Refacciones,Reparación correctiva,"2.842,00",2026-07-01
HER-202506-001765,2025-06-17,Hermosillo,Calidad,Mantenimiento preventivo,"1.672,75",2026-07-01
HER-202506-001792,2025-06-17,Hermosillo,Sistemas,Flete de importación,"2.589,25",2026-07-01
IRA-202506-009946,2025-06-17,Irapuato,  ENERGÍA ,Reparación correctiva,"3.569,75",2026-07-01
IRA-202506-009973,2025-06-17,Irapuato,Nómina Indirecta,Mantenimiento preventivo,"4.277,50",2026-07-01
IRA-202506-010000,2025-06-17,Irapuato,Fletes,Flete de importación,"2.804,25",2026-07-01
IRA-202506-010027,2025-06-17,Irapuato,Calidad,Nómina de apoyo,"1.315,50",2026-07-01
IRA-202506-010054,2025-06-17,Irapuato,Seguridad,Reparación correctiva,"1.654,50",2026-07-01
CHI-202506-007061,2025-06-18,Chihuahua,ENERGÍA,Servicio externo,"10.047,25",2026-07-01
CHI-202506-007088,2025-06-18,Chihuahua,Nómina Indirecta,Licencia de software,"8.538,75",2026-07-01
CHI-202506-007115,2025-06-18,Chihuahua,Fletes,Renta de montacargas,"7.568,75",2026-07-01
CHI-202506-007142,2025-06-18,Chihuahua,Calidad,Consumo eléctrico,"3.378,75",2026-07-01
CHI-202506-007169,2025-06-18,Chihuahua,Seguridad,Servicio externo,"4.070,00",2026-07-01
CHI-202506-007196,2025-06-18,Chihuahua,  SISTEMAS ,Licencia de software,"1.559,25",2026-07-01
CUA-202506-004172,2025-06-18,Cuautitlán,Mantenimiento,Licencia de software,"4.773,25",2026-07-01
CUA-202506-004199,2025-06-18,Cuautitlán,Energía,Renta de montacargas,"8.609,00",2026-07-01
CUA-202506-004226,2025-06-18,Cuautitlán,Fletes ,Consumo eléctrico,"2.718,50",2026-07-01
CUA-202506-004253,2025-06-18,Cuautitlán,Refacciones,Servicio externo,"4.407,00",2026-07-01
CUA-202506-004280,2025-06-18,Cuautitlán,Calidad,Licencia de software,"3.143,25",2026-07-01
CUA-202506-004307,2025-06-18,Cuautitlán,Sistemas,Renta de montacargas,"2.354,00",2026-07-01
HER-202506-001661,2025-06-18,Hermosillo,MANTENIMIENTO,Servicio externo,"6.364,50",2026-07-01
HER-202506-001688,2025-06-18,Hermosillo,Nómina Indirecta,Licencia de software,"2.585,25",2026-07-01
HER-202506-001715,2025-06-18,Hermosillo,Fletes,Renta de montacargas,"3.511,00",2026-07-01
HER-202506-001742,2025-06-18,Hermosillo,Refacciones,Consumo eléctrico,"2.626,00",2026-07-01
HER-202506-001769,2025-06-18,Hermosillo,Seguridad,Servicio externo,"2.631,00",2026-07-01
HER-202506-001796,2025-06-18,Hermosillo,  SISTEMAS ,Licencia de software,"1.931,50",2026-07-01
IRA-202506-009923,2025-06-18,Irapuato,Mantenimiento,Renta de montacargas,"6.686,50",2026-07-01
IRA-202506-009950,2025-06-18,Irapuato,Energía,Consumo eléctrico,"3.386,00",2026-07-01
IRA-202506-009977,2025-06-18,Irapuato,Nómina Indirecta,Servicio externo,"3.052,00",2026-07-01
IRA-202506-010004,2025-06-18,Irapuato,Refacciones,Licencia de software,"1.666,75",2026-07-01
IRA-202506-010031,2025-06-18,Irapuato, Calidad,Renta de montacargas,"1.822,00",2026-07-01
IRA-202506-010058,2025-06-18,Irapuato,Seguridad,Consumo eléctrico,"1.168,25",2026-07-01
CHI-202506-007065,2025-06-19,Chihuahua,Energía,Equipo de protección,"9.355,50",2026-07-01
CHI-202506-007092,2025-06-19,Chihuahua,Nómina Indirecta,Refacción prensa,"9.627,25",2026-07-01
CHI-202506-007119,2025-06-19,Chihuahua,Fletes,Flete nacional,"6.859,50",2026-07-01
CHI-202506-007146,2025-06-19,Chihuahua,  CALIDAD ,Calibración de equipo,"3.423,00",2026-07-01
CHI-202506-007173,2025-06-19,Chihuahua,Seguridad,Equipo de protección,"3.578,25",2026-07-01
CHI-202506-007200,2025-06-19,Chihuahua,Sistemas,Refacción prensa,"2.264,00",2026-07-01
CUA-202506-004176,2025-06-19,Cuautitlán,Mantenimiento ,Refacción prensa,"6.746,50",2026-07-01
CUA-202506-004203,2025-06-19,Cuautitlán,Nómina Indirecta,Flete nacional,"5.785,75",2026-07-01
CUA-202506-004230,2025-06-19,Cuautitlán,Fletes,Calibración de equipo,"3.089,00",2026-07-01
CUA-202506-004257,2025-06-19,Cuautitlán,Refacciones,Equipo de protección,"4.622,50",2026-07-01
CUA-202506-004284,2025-06-19,Cuautitlán,Seguridad,Refacción prensa,"1.953,75",2026-07-01
CUA-202506-004311,2025-06-19,Cuautitlán,SISTEMAS,Flete nacional,"2.423,00",2026-07-01
HER-202506-001665,2025-06-19,Hermosillo,Energía,Equipo de protección,"4.634,25",2026-07-01
HER-202506-001692,2025-06-19,Hermosillo,Nómina Indirecta,Refacción prensa,"3.926,25",2026-07-01
HER-202506-001719,2025-06-19,Hermosillo,Fletes,Flete nacional,"2.550,50",2026-07-01
HER-202506-001746,2025-06-19,Hermosillo,  CALIDAD ,Calibración de equipo,"3.064,00",2026-07-01
HER-202506-001773,2025-06-19,Hermosillo,Seguridad,Equipo de protección,"2.731,25",2026-07-01
HER-202506-001800,2025-06-19,Hermosillo,Sistemas,Refacción prensa,"1.920,25",2026-07-01
IRA-202506-009927,2025-06-19,Irapuato,Mantenimiento,Flete nacional,"7.798,75",2026-07-01
IRA-202506-009954,2025-06-19,Irapuato,Energía,Calibración de equipo,"3.922,25",2026-07-01
IRA-202506-009981,2025-06-19,Irapuato, Fletes,Equipo de protección,"4.963,25",2026-07-01
IRA-202506-010008,2025-06-19,Irapuato,Refacciones,Refacción prensa,"3.091,50",2026-07-01
IRA-202506-010035,2025-06-19,Irapuato,Calidad,Flete nacional,"1.935,25",2026-07-01
IRA-202506-010062,2025-06-19,Irapuato,Sistemas,Calibración de equipo,"1.370,75",2026-07-01
CHI-202506-007042,2025-06-20,Chihuahua,Mantenimiento,Reparación correctiva,"7.623,00",2026-07-01
CHI-202506-007069,2025-06-20,Chihuahua,Energía,Mantenimiento preventivo,"7.326,25",2026-07-01
CHI-202506-007096,2025-06-20,Chihuahua,  NÓMINA INDIRECTA ,Flete de importación,"7.714,50",2026-07-01
CHI-202506-007123,2025-06-20,Chihuahua,Refacciones,Nómina de apoyo,"4.879,50",2026-07-01
CHI-202506-007150,2025-06-20,Chihuahua,Calidad,Reparación correctiva,"4.920,25",2026-07-01
CHI-202506-007177,2025-06-20,Chihuahua,Seguridad,Mantenimiento preventivo,"3.614,75",2026-07-01
CUA-202506-004180,2025-06-20,Cuautitlán,Mantenimiento,Flete de importación,"5.508,75",2026-07-01
CUA-202506-004207,2025-06-20,Cuautitlán,Nómina Indirecta,Nómina de apoyo,"4.629,00",2026-07-01
CUA-202506-004234,2025-06-20,Cuautitlán,Fletes,Reparación correctiva,"2.462,00",2026-07-01
CUA-202506-004261,2025-06-20,Cuautitlán,CALIDAD,Mantenimiento preventivo,"-3.332,75",2026-07-01
CUA-202506-004288,2025-06-20,Cuautitlán,Seguridad,Flete de importación,"1.560,75",2026-07-01
CUA-202506-004315,2025-06-20,Cuautitlán,Sistemas,Nómina de apoyo,"2.864,00",2026-07-01
HER-202506-001642,2025-06-20,Hermosillo,Mantenimiento,Reparación correctiva,"3.846,25",2026-07-01
HER-202506-001669,2025-06-20,Hermosillo,Energía,Mantenimiento preventivo,"4.932,25",2026-07-01
HER-202506-001696,2025-06-20,Hermosillo,  NÓMINA INDIRECTA ,Flete de importación,"2.449,00",2026-07-01
HER-202506-001723,2025-06-20,Hermosillo,Fletes,Nómina de apoyo,"3.296,75",2026-07-01
HER-202506-001750,2025-06-20,Hermosillo,Calidad,Reparación correctiva,"3.299,25",2026-07-01
HER-202506-001777,2025-06-20,Hermosillo,Seguridad,Mantenimiento preventivo,"2.630,75",2026-07-01
HER-202506-001804,2025-06-20,Hermosillo,Sistemas,Flete de importación,"2.535,00",2026-07-01
IRA-202506-009931,2025-06-20,Irapuato, Mantenimiento,Nómina de apoyo,"6.528,25",2026-07-01
IRA-202506-009958,2025-06-20,Irapuato,Energía,Reparación correctiva,"4.156,75",2026-07-01
IRA-202506-009985,2025-06-20,Irapuato,Fletes,Mantenimiento preventivo,"3.600,75",2026-07-01
IRA-202506-010012,2025-06-20,Irapuato,Refacciones,Flete de importación,"2.236,00",2026-07-01
IRA-202506-010039,2025-06-20,Irapuato,Calidad,Nómina de apoyo,"1.505,50",2026-07-01
IRA-202506-010066,2025-06-20,Irapuato,sistemas,Reparación correctiva,"914,25",2026-07-01
CHI-202506-007046,2025-06-21,Chihuahua,  MANTENIMIENTO ,Consumo eléctrico,"6.534,75",2026-07-01
CHI-202506-007073,2025-06-21,Chihuahua,Energía,Servicio externo,"10.324,50",2026-07-01
CHI-202506-007100,2025-06-21,Chihuahua,Nómina Indirecta,Licencia de software,"6.812,00",2026-07-01
CHI-202506-007127,2025-06-21,Chihuahua,Refacciones,Renta de montacargas,"5.205,00",2026-07-01
CHI-202506-007154,2025-06-21,Chihuahua,Calidad,Consumo eléctrico,"3.813,75",2026-07-01
CHI-202506-007181,2025-06-21,Chihuahua, Sistemas,Servicio externo,"3.015,00",2026-07-01
CUA-202506-004184,2025-06-21,Cuautitlán,Energía,Licencia de software,"3.185,25",2026-07-01
CUA-202506-004211,2025-06-21,Cuautitlán,NÓMINA INDIRECTA,Renta de montacargas,"4.924,50",2026-07-01
CUA-202506-004238,2025-06-21,Cuautitlán,Fletes,Consumo eléctrico,"2.627,25",2026-07-01
CUA-202506-004265,2025-06-21,Cuautitlán,Calidad,Servicio externo,"1.645,50",2026-07-01
CUA-202506-004292,2025-06-21,Cuautitlán,Seguridad,Licencia de software,"2.004,75",2026-07-01
CUA-202506-004319,2025-06-21,Cuautitlán,Sistemas,Renta de montacargas,"2.481,75",2026-07-01
HER-202506-001646,2025-06-21,Hermosillo,  MANTENIMIENTO ,Consumo eléctrico,"5.068,25",2026-07-01
HER-202506-001673,2025-06-21,Hermosillo,Energía,Servicio externo,"4.748,25",2026-07-01
HER-202506-001700,2025-06-21,Hermosillo,Nómina Indirecta,Licencia de software,"4.832,75",2026-07-01
HER-202506-001727,2025-06-21,Hermosillo,Refacciones,Renta de montacargas,"4.343,25",2026-07-01
HER-202506-001754,2025-06-21,Hermosillo,Calidad,Consumo eléctrico,"2.729,00",2026-07-01
HER-202506-001781,2025-06-21,Hermosillo, Seguridad,Servicio externo,"2.928,25",2026-07-01
HER-202506-001808,2025-06-21,Hermosillo,Sistemas,Licencia de software,"1.863,50",2026-07-01
IRA-202506-009935,2025-06-21,Irapuato,Mantenimiento,Renta de montacargas,"8.549,50",2026-07-01
IRA-202506-009962,2025-06-21,Irapuato,Nómina Indirecta,Consumo eléctrico,"5.767,75",2026-07-01
IRA-202506-009989,2025-06-21,Irapuato,Fletes,Servicio externo,"4.311,25",2026-07-01
IRA-202506-010016,2025-06-21,Irapuato,refacciones,Licencia de software,"2.704,50",2026-07-01
IRA-202506-010043,2025-06-21,Irapuato,Seguridad,Renta de montacargas,"2.647,75",2026-07-01
IRA-202506-010070,2025-06-21,Irapuato,Sistemas,Consumo eléctrico,"1.242,00",2026-07-01
CHI-202506-007050,2025-06-22,Chihuahua,Mantenimiento,Calibración de equipo,"4.450,75",2026-07-01
CHI-202506-007077,2025-06-22,Chihuahua,Energía,Equipo de protección,"8.026,00",2026-07-01
CHI-202506-007104,2025-06-22,Chihuahua,Fletes,Refacción prensa,"3.890,00",2026-07-01
CHI-202506-007131,2025-06-22,Chihuahua, Refacciones,Flete nacional,"5.908,00",2026-07-01
CHI-202506-007158,2025-06-22,Chihuahua,Calidad,Calibración de equipo,"4.123,00",2026-07-01
CHI-202506-007185,2025-06-22,Chihuahua,Sistemas,Equipo de protección,"3.539,50",2026-07-01
CUA-202506-004161,2025-06-22,Cuautitlán,MANTENIMIENTO,Equipo de protección,"11.597,50",2026-07-01
CUA-202506-004188,2025-06-22,Cuautitlán,Energía,Refacción prensa,"3.847,25",2026-07-01
CUA-202506-004215,2025-06-22,Cuautitlán,Nómina Indirecta,Flete nacional,"3.268,50",2026-07-01
CUA-202506-004242,2025-06-22,Cuautitlán,Refacciones,Calibración de equipo,"2.059,25",2026-07-01
CUA-202506-004269,2025-06-22,Cuautitlán,Calidad,Equipo de protección,"2.675,25",2026-07-01
CUA-202506-004296,2025-06-22,Cuautitlán,  SEGURIDAD ,Refacción prensa,"2.133,25",2026-07-01
HER-202506-001650,2025-06-22,Hermosillo,Mantenimiento,Calibración de equipo,"4.338,75",2026-07-01
HER-202506-001677,2025-06-22,Hermosillo,Energía,Equipo de protección,"3.535,50",2026-07-01
HER-202506-001704,2025-06-22,Hermosillo,Fletes,Refacción prensa,"4.839,75",2026-07-01
HER-202506-001731,2025-06-22,Hermosillo, Refacciones,Flete nacional,"4.729,25",2026-07-01
HER-202506-001758,2025-06-22,Hermosillo,Calidad,Calibración de equipo,"2.846,75",2026-07-01
HER-202506-001785,2025-06-22,Hermosillo,Seguridad,Equipo de protección,"2.856,00",2026-07-01
IRA-202506-009939,2025-06-22,Irapuato,Mantenimiento,Flete nacional,"8.175,00",2026-07-01
IRA-202506-009966,2025-06-22,Irapuato,nómina indirecta,Calibración de equipo,"6.642,75",2026-07-01
IRA-202506-009993,2025-06-22,Irapuato,Fletes,Equipo de protección,"3.753,75",2026-07-01
IRA-202506-010020,2025-06-22,Irapuato,Refacciones,Refacción prensa,"2.270,00",2026-07-01
IRA-202506-010047,2025-06-22,Irapuato,Seguridad,Flete nacional,"2.855,75",2026-07-01
IRA-202506-010074,2025-06-22,Irapuato,Sistemas,Calibración de equipo,"792,00",2026-07-01
CHI-202506-007054,2025-06-23,Chihuahua,Mantenimiento,Reparación correctiva,"7.390,50",2026-07-01
CHI-202506-007081,2025-06-23,Chihuahua, Nómina Indirecta,Mantenimiento preventivo,"-5.281,50",2026-07-01
CHI-202506-007108,2025-06-23,Chihuahua,Fletes,Flete de importación,"2.806,50",2026-07-01
CHI-202506-007135,2025-06-23,Chihuahua,Refacciones,Nómina de apoyo,"6.605,50",2026-07-01
CHI-202506-007162,2025-06-23,Chihuahua,Seguridad,Reparación correctiva,"1.689,50",2026-07-01
CHI-202506-007189,2025-06-23,Chihuahua,Sistemas,Mantenimiento preventivo,"3.530,00",2026-07-01
CUA-202506-004165,2025-06-23,Cuautitlán,Mantenimiento,Mantenimiento preventivo,"11.452,00",2026-07-01
CUA-202506-004192,2025-06-23,Cuautitlán,Energía,Flete de importación,"3.976,00",2026-07-01
CUA-202506-004219,2025-06-23,Cuautitlán,Nómina Indirecta,Nómina de apoyo,"4.141,00",2026-07-01
CUA-202506-004246,2025-06-23,Cuautitlán,  REFACCIONES ,Reparación correctiva,"1.990,75",2026-07-01
CUA-202506-004273,2025-06-23,Cuautitlán,Calidad,Mantenimiento preventivo,"3.038,25",2026-07-01
CUA-202506-004300,2025-06-23,Cuautitlán,Seguridad,Flete de importación,"1.300,25",2026-07-01
HER-202506-001654,2025-06-23,Hermosillo,Mantenimiento,Reparación correctiva,"6.000,50",2026-07-01
HER-202506-001681,2025-06-23,Hermosillo, Energía,Mantenimiento preventivo,"4.603,75",2026-07-01
HER-202506-001708,2025-06-23,Hermosillo,Fletes,Flete de importación,"5.812,75",2026-07-01
HER-202506-001735,2025-06-23,Hermosillo,Refacciones,Nómina de apoyo,"4.958,75",2026-07-01
HER-202506-001762,2025-06-23,Hermosillo,Calidad,Reparación correctiva,"3.125,00",2026-07-01
HER-202506-001789,2025-06-23,Hermosillo,Sistemas,Mantenimiento preventivo,"937,25",2026-07-01
